CNPJ;Nome;Site;Perfil;Código
21917206000150;FORPUS ACOES MASTER FIA;;SEGMENTO BALCÃO;35458.00-5
21917235000112;IPS PB - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCÃO;21936.00-5
21918896000162;FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA XVI RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;21537.00-2
21920692000166;FUNDO DE INVESTIMENTO EM ACOES PARANOA;;SEGMENTO BALCÃO;21930.00-1
21934961000143;KONA FI MULTIMERCADO CRED PRIV - IE;;SEGMENTO BALCÃO;40669.00-9
21937782000160;MULTINVEST INSTITUCIONAL FI RF IMAB-5;;SEGMENTO BALCÃO;21365.00-9
21937940000181;BV VIVALDI MASTER MULTIMERCADO FI;;SEGMENTO BALCÃO;39703.00-0
21940668000199;CSHG GD FICFI MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;23486.00-3
21940681000148;MANAGER IBIUNA HEDGE STH FIC DE FIM;;SEGMENTO BALCÃO;21782.00-8
21940710000171;MANAGER SHARP LS 2X FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21794.00-3
21946290000130;BRASILPREV RT REVIC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MM CREDITO PRIVADO;;SEGMENTO BALCÃO;21967.00-5
21946292000120;BRASILPREV RT MATTA FUNDO DE INVESTIMENTO EM COTAS DE FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;21797.00-0
21946606000194;XP GSSR FIC FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;37928.00-7
21946656000171;MONGERAL AEGON OABPREV SP FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;22091.00-4
21946671000110;SANTANDER PB MORVAL MULTIMERCADO CRED PRIV FIC FI;;SEGMENTO BALCÃO;23254.00-8
21946695000179;JGP SELECT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;21613.00-5
21950366000100;ALIANZA GESTAO DE RECURSOS LTDA;;SEGMENTO BALCÃO;40996.00-2
21956674000134;VERDE AM HORIZONTE FEEDER FIC DE FIM CP IE;;SEGMENTO BALCÃO;21619.00-9
21956753000145;MABIGIUCA II FICFIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;37474.00-1
21964701000110;IP VALUE HEDGE ITAU FIC DE FIA BDR NIVEL I;;SEGMENTO BALCÃO;23793.00-2
21964768000155;BRASIL PLURAL CREDITO PRIVADO TRIPLE A FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;21901.00-9
21967607000115;REC CAJAMAR S.A;;SEGMENTO BALCÃO;29173.40-6
21976484000189;RUGE SECURITIZADORA DE CREDITOS  FINANCEIROS  S/A;;SEGMENTO BALCÃO;26617.40-8
21977425000125;LIV LOGISTICA ARMAZENS GERAIS LTDA;;PARTICIPANTE DEPOSITÁRIO AGRÍCOLA;30030
21983042000160;ABSOLUTE ALPHA GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21814.00-0
21983061000196;FIL FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;21941.00-7
21983079000198;ABSOLUTE ALPHA GLOBAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21787.00-3
21986048000190;K.M.I.S.P.E. EMPREENDIMENTOS E PARTICIPACOES S.A.;;SEGMENTO BALCÃO;22209.40-1
21986074000119;PRUDENTIAL DO BRASIL VIDA EM GRUPO S.A;;SEGMENTO BALCÃO;22729.70-9
21992525000120;CSHG PATAGONIA FIC FIM CP IE;;SEGMENTO BALCÃO;21706.00-8
22003296000137;NUCLEO CAPITAL FL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;22735.00-9
22003325000160;NEWCORP FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22239.00-0
22003335000104;XP QI CREDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22098.00-7
22003346000186;DEVANT SOLIDUS CASH FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;23764.00-0
22003469000117;NOVA I FUNDO DE INVESTIMENTO IMOBILIARIO FII;;SEGMENTO BALCÃO;23160.00-6
22003546000139;BRL PARTNERS FIDC NP;;SEGMENTO BALCÃO;21604.00-7
22003665000191;SCHRODER PLATINUM RV FICFIM;;SEGMENTO BALCÃO;22501.00-6
22003688000104;METLIFE PLATINUM IMA FIC FI RF;;SEGMENTO BALCÃO;22532.00-6
22003706000140;ITAU FLEXPREV IMA-B RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;22541.00-4
22003742000103;TERRAS ALTAS FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;27561.00-3
22003777000142;DIMIREDE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;38050.00-8
22003797000113;BS ALPHA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22687.00-9
22003815000167;BLUEBIRD FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22627.00-7
22003868000188;ROSENBERG MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22593.00-7
22003892000117;UBS GLOBAL ACCESS FUND GROWTH FIM IE;;SEGMENTO BALCÃO;32211.00-1
22003930000131;XP CREDITO ESTRUTURADO 180 FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22770.00-2
22013009000170;FIM WETTE INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;;SEGMENTO BALCÃO;32212.00-0
22013584000172;FI PLATINA H10 ESPELHO MULTIMERCADO CP IE;;SEGMENTO BALCÃO;22914.00-2
22013612000151;FI TURMALINA INFRAESTRUTURA MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;23859.00-1
22014279000103;XPCE IMOBILIARIO FI EM COTAS DE FI MULTIMERCADO CP;;SEGMENTO BALCÃO;22483.00-7
22014290000165;TUPINAMBA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22412.00-9
22014304000140;AUGURI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22410.00-1
22014317000110;TXAI FIM CREDITO PRIVADO IE;;SEGMENTO BALCÃO;32215.00-7
22014331000113;PORTO SEGURO RENDA FIXA MASTER CAIXA FUNDO DE INVESTIMENTO PREVIDENCIARIO;;SEGMENTO BALCÃO;22162.00-5
22014343000148;BR2 FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;22305.00-6
22014363000119;JCTM II ALLOCATION FUND FICFI MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22304.00-7
22014387000178;MONGERAL QP2 FIM;;SEGMENTO BALCÃO;21972.00-7
22016550000131;CASCAIS MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22510.00-4
22016573000146;TFO EXPRESSO MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22473.00-0
22016586000115;G5 GUARANTA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22756.00-2
22016608000147;G5 SUNSHINE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;23936.00-3
22022523000171;FIM FERNANDO DE NORONHA IE CP;;SEGMENTO BALCÃO;35177.00-1
22031950000116;BB TOP HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21786.00-4
22032150000110;SDEUX DEBENTURES INCENTIVADAS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22739.00-5
22032175000113;TOMMA FIC DE FIM CP LP IE;;SEGMENTO BALCÃO;37256.00-9
22032186000101;SDEUX FUNDO DE INVESTIMENTO MULTIMERCADO CP;;SEGMENTO BALCÃO;22737.00-7
22041150000186;BRASIL PLURAL MASTER PREVIDENCIA CP FI RF;;SEGMENTO BALCÃO;22121.00-8
22048558000180;ITAU UNIBANCO S.A. - NASSAU BRANCH - ITAU UNIBANCO S/A;;SEGMENTO BALCÃO;24362.70-0
22051699000151;BB RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22380.00-7
22054024000166;KENOBY SOLUCOES EM RECURSOS HUMANOS S/A;;SEGMENTO BALCÃO;33744.40-5
22057987000113;GROU CAPITAL LTDA;;GESTOR;5296
22061440000191;CSHG 1450 FIM CP IE;;SEGMENTO BALCÃO;29876.00-2
22061478000164;CSHG 1455 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCÃO;23162.00-4
22061500000176;CSHG 1454 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCÃO;22552.00-0
22061512000109;LIMEIRA FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;;SEGMENTO BALCÃO;22931.00-9
22061694000100;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BREOF REAL ESTATE CREDIT;;SEGMENTO BALCÃO;21690.00-4
22069057000180;PRUMO PARTICIPACOES E INVESTIMENTOS S/A;;SEGMENTO BALCÃO;31892.40-7
22080558000167;BRASILPREV TOP CONSERVADOR FI RF;;SEGMENTO BALCÃO;23892.00-6
22080563000170;BRASILPREV TOP MULTIMERCADO EQUITY ALLOCATION 2 INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;23507.00-9
22080567000158;BRASILPREV RT DIET 1938 FIC DE FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;21805.00-2
22091543000102;PCH BV II - GERACAO DE ENERGIA S.A.;;SEGMENTO BALCÃO;39683.40-5
22096316000161;BTG PACTUAL BRAZIL TIMBERLAND FUND I D LLC - BANCO BTG PACTUAL S/A;;SEGMENTO BALCÃO;22394.70-1
22096320000120;CARLYLE URBPLAN PARTNERS II L.P  SANTANDER SECURITIES SERVICES BRASIL DTVM S.A;;SEGMENTO BALCÃO;21459.70-2
22099965000116;GIANT ZARATHUSTRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;37687.00-1
22099999000100;ARTESANAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22671.00-8
22100009000107;AZ QUEST ALTRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22712.00-8
22100039000113;SAMBAIBA FIC DE  FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;37431.00-6
22101473000118;LITUS FIDC MULTISSETORIAL;;SEGMENTO BALCÃO;25113.00-6
22101543000138;BARAO VERMELHO FUNDO DE INVESTIMENTO EM PARTICIPACOES - MULTIESTRATEGIA;;SEGMENTO BALCÃO;22220.00-2
22101732000100;KAM I - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;23449.00-2
22106186000109;ATMOS JCW FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;23416.00-4
22106240000108;EOS INFINITY FIM CP LP;;SEGMENTO BALCÃO;32220.00-9
22106310000128;BRASIL PLURAL CREDITO PRIVADO RETAIL FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;22873.00-2
22106367000127;NCIP MASTER FIA;;SEGMENTO BALCÃO;32221.00-8
22118303000146;CW1 CREDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22213.00-2
22118342000143;ARX EXTRA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22444.00-8
22118816000157;BRASIL PLURAL PORTFOLIO CP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;22122.00-7
22128289000161;ATMOS INSTITUCIONAL FI EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES VISAO PREVIDENCIARIO;;SEGMENTO BALCÃO;22603.00-7
22128298000152;VALORA GUARDIAN MASTER FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CP;;SEGMENTO BALCÃO;23026.00-9
22128306000160;MURANO Q FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO LONGO PRAZO;;SEGMENTO BALCÃO;22582.00-1
22134302000195;LAKEWOOD GESTAO DE RECURSOS LTDA;;GESTOR;20866
22134302000195;LAKEWOOD GESTAO DE RECURSOS LTDA;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;23379.00-0
22150375000170;ICATU VANGUARDA WM CREDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;21541.00-5
22150427000109;NK FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21671.00-9
22150448000124;FUNDO DE INVESTIMENTO MULTIMERCADO PGA SERPROS CREDITO PRIVADO;;SEGMENTO BALCÃO;21927.00-7
22150527000135;MSF FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21863.00-6
22150568000121;FIC FIM CRED PRIV VIC CPHY;;SEGMENTO BALCÃO;21853.00-9
22159843000178;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS BARZEL;;SEGMENTO BALCÃO;21859.00-3
22163297000149;CONCESSIONARIA PONTE RIO-NITEROI S/A - ECOPONTE;;SEGMENTO BALCÃO;32548.40-6
22164990000136;ELETROSOM S/A;;SEGMENTO BALCÃO;18285.40-8
22175192000100;FUNDO DE INVESTIMENTO ALLMARE RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;23960.00-0
22187479000150;BTG PACTUAL PREVIDENCIA IMA-B FIC FUNDOS RF;;SEGMENTO BALCÃO;22000.00-2
22187896000100;VERDE AM ALPHA MASTER FI MULTIMERCADO CP IE;;SEGMENTO BALCÃO;21710.00-1
22187946000141;VERDE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21650.00-6
22187998000118;VERDE AM VII FIC FI MULTIMERCADO;;SEGMENTO BALCÃO;21645.00-4
22188018000100;VERDE TM FIC DE FIM;;SEGMENTO BALCÃO;21646.00-3
22188036000183;VERDE AM AGAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21644.00-5
22188059000198;VERDE AM PRISMA FICFI MULTIMERCADO CP IE;;SEGMENTO BALCÃO;21647.00-2
22188086000160;VERDE 14 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21712.00-9
22193319000113;EOLICA SERRA DAS VACAS VII S.A.;;SEGMENTO BALCÃO;25266.40-3
22211522000175;FII CAIXA CONVIDA SUAPE - FII;;SEGMENTO BALCÃO;21562.00-8
22214444000162;WE MOB FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;38630.00-2
22215379000190;CSHG CHEFFS FIC DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22235.00-4
22215402000146;CSHG 1495 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CP IE;;SEGMENTO BALCÃO;21667.00-6
22219335000138;BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;;SEGMENTO BALCÃO;21759.00-0
22222944000146;MERAKI LONG BIASED MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;39096.00-9
22222949000179;MERAKI EQUITY HEDGE MASTER FI MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;39091.00-4
22232878000195;BTG PACTUAL ANS RF FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;21623.00-2
22232921000112;CSHG MARUPIARA 3 FI MULTIMERCADO CP IE;;SEGMENTO BALCÃO;22180.00-1
22232927000190;TARPON GT FIA;;SEGMENTO BALCÃO;32223.00-6
22232931000158;MPR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;26330.00-8
22232983000124;CSHG PREVIDENCIARIO JAHU FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCÃO;22619.00-8
22235554000100;SANTANDER PREV PB CAMPO DOS BUGRES MULTIMERCADO CREDITO PRIVADO FIC FI;;SEGMENTO BALCÃO;22459.00-0
22235708000164;SANTANDER PB BLACK HILL II MULTIMERCADO FI;;SEGMENTO BALCÃO;22074.00-7
22235798000193;SHANGHAI FIC FI MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;21784.00-6
22235826000172;PERTO D AGUA FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;;SEGMENTO BALCÃO;32224.00-5
22235997000100;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS ABERTO EAN;;SEGMENTO BALCÃO;22506.00-1
22242780000119;V6 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21926.00-8
22242875000132;INFINITY FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;21780.00-0
22242894000169;BTG PACTUAL PREVIDENCIA MASTER IMA-B FI RF;;SEGMENTO BALCÃO;23056.00-0
22253501000112;NANOOK FIM CP IE;;SEGMENTO BALCÃO;24551.00-9
22253506000145;GRF FIM CP;;SEGMENTO BALCÃO;21845.00-0
22261473000185;COMPANHIA DE GAS DE MINAS GERAIS GASMIG;;SEGMENTO BALCÃO;16544.41-9
22266175000188;FERTILIZANTES HERINGER S/A;;SEGMENTO BALCÃO;10979.41-3
22274818000135;BRASILPREV RT ESTRELA DALVA FIC DE FIM CP;;SEGMENTO BALCÃO;21974.00-5
22282646000141;VINCI CREDITO ESTRUTURADO SELECTION MASTER FIC FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;21896.00-4
22282665000178;MARY FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21911.00-6
22282726000105;CAIPIRA FIC FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22092.00-3
22282955000111;MULTIPREV IBRX ATIVO FIA;;SEGMENTO BALCÃO;21984.00-2
22282971000104;LEGG MASON HOLDING FUNDO DE INVESTIMENTO MULTIMERCADO IE;;SEGMENTO BALCÃO;22875.00-0
22282992000120;WESTERN ASSET MACRO OPPORTUNITIES FIM IE;;SEGMENTO BALCÃO;23236.00-2
22314823000124;EW1 CP FIC FIM;;SEGMENTO BALCÃO;22083.00-5
22332112000182;GRD-CHD FIC DE FIM CREDITO PRIVADO;;SEGMENTO BALCÃO;23587.00-5
22341009000107;BELITONI FIC DE FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;37324.00-3
22341021000103;LES DEUX FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35632.00-3
22344843000148;BUTIA TOP CREDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;29721.00-9
22345278000133;CSHG SUCAR FIM PREVIDENCIARIO  CREDITO PRIVADO;;SEGMENTO BALCÃO;23059.00-7
22345286000180;CSHG BORBOREMA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;29866.00-5
22345322000105;CSHG 1507 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CP IE;;SEGMENTO BALCÃO;21893.00-7
22345384000117;SPX NIMITZ ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22114.00-8
22345400000171;BRAIN GMF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;37012.00-9
22346536000104;OABPREV SPZERMATT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22016.00-3
22346573000104;FLORAL FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCÃO;22093.00-2
22346630000155;CSHG 1518 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCÃO;23130.00-5
22346634000133;CSHG 1716 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCÃO;23220.00-1
22353918000157;BTG PACTUAL ABSOLUTO GLOBAL EQUITIES USD FIC FIA - IE;;SEGMENTO BALCÃO;22229.00-3
22354037000150;RPS TOTAL RETURN D60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;26338.00-0
22354046000141;PACIFICO MACRO FIC DE FIM;;SEGMENTO BALCÃO;27112.00-5
22357375000146;EOLICA SERRA DAS VACAS V S.A.;;SEGMENTO BALCÃO;25271.40-5
22380316000199;JIVE DISTRESSED II FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;;SEGMENTO BALCÃO;26184.00-3
22407057000142;MESTICO FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22124.00-5
22415372000111;FUNDO DE RECUPERACAO DE ATIVOS - FIDC NAO PADRONIZADOS;;SEGMENTO BALCÃO;22009.00-3
22415801000150;EXODUS 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCÃO;22906.00-3
22415840000158;EXODUS 180 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO.;;SEGMENTO BALCÃO;22451.00-8
22426660000171;REVALI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;24303.00-6
22426675000130;CAAS MULT FUNDO DE INVESTIMENTO MULTIMERCADO CP IE;;SEGMENTO BALCÃO;24354.00-0
22426693000111;ITAU FLEXPREV SISEREME MULTIMERCADO CP FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22023.00-3
22426711000165;ITAU FLEXPREV CURINTIOS RENDA FIXA CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22029.00-7
22426734000170;ITAU FLEXPREV ROSA MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22028.00-8
22426747000149;ITAU FLEXPREV GANESHA MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22026.00-0
22426754000140;CORSAIR II MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22051.00-6
22428782000105;ITAU RATES AND FX MULTIMERCADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;22200.00-8
22443309000199;GREEN AGRO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;39370.00-0
22443530000147;TERRA NOVA FIRF INSTITUCIONAL IMA-B LONGO PRAZO;;SEGMENTO BALCÃO;21809.00-8
22451012000175;PURAS FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;35340.00-3
22459737000100;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCÃO;23174.00-9
22460234000154;GE32 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;28270.00-1
22489410000180;VENTURE BRASIL CENTRAL FUNDO DE INVESTIMENTO EM PARTICIPACOES CAPITAL SEMENTE;;SEGMENTO BALCÃO;24603.00-5
22499471000129;ENEL GREEN POWER CRISTALANDIA I EOLICA S/A;;SEGMENTO BALCÃO;29056.40-6
22504006000139;AUREST FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;23092.00-2
22504034000156;GENIAL FIM CRED PRIV IE;;SEGMENTO BALCÃO;32232.00-4
22504045000136;LSA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22070.00-1
22504056000116;RIO MACRO MASTER FIM;;SEGMENTO BALCÃO;33086.00-8
22504092000180;ICATU VANGUARDA HEDGE FIM;;SEGMENTO BALCÃO;22165.00-2
22514713000106;EXODUS 360 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;22452.00-7
22547074000185;FUNDO GARANTIDOR DE PARCERIAS PUBLICO-PRIVADAS-FGP-ES;;SEGMENTO BALCÃO;38413.00-9
22589904000137;DELTA ENERGIA - FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;25620.00-1
22591540000120;SUTHERLAND INVESTMENTS LLC - ITAU UNIBANCO S/A;;SEGMENTO BALCÃO;22349.70-1
22600199000121;CSHG PERFIN APOLLO 16 FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;28887.00-9
